fighter_name,Height_ft_in,Weight_lbs,Reach_lbs,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,Opp_Str,TD_Avg,TD_Acc,TD_Def,Opp_TD,Sub_Avg
Manel Kape,"5' 5""",125,68,Southpaw,14-Nov-93,3.67,0.45,4.3,0.48,0.52,1,0.28,0.80,0.20,0
Amir Albazi,"5' 5""",125,68,Orthodox,27-Oct-93,4.06,0.40,3.15,0.58,0.42,2.28,0.75,0.66,0.34,0.8
Anthony Hernandez,"6' 0""",185,75,Orthodox,18-Oct-93,4.92,0.55,5.09,0.47,0.53,3.76,0.66,0.70,0.30,1.9
Taylor Moore,"5' 10""",135,70,Southpaw,16-Oct-93,0.2,0.75,2.07,0.42,0.58,0,0.00,0.25,0.75,0
Elias Urbina,"6' 3""",185,77,Southpaw,9-Oct-93,3.85,0.37,6.17,0.50,0.50,0,0.00,0.00,1.00,0
Michel Pereira,"6' 1""",170,73,Orthodox,6-Oct-93,3.74,0.54,2.84,0.58,0.42,1.76,0.70,1.00,0.00,0.5
Martin Bravo,"5' 8""",145,71,Southpaw,21-Sep-93,7.66,0.39,5.72,0.51,0.49,2.6,0.35,0.85,0.15,0
Marvin Vettori,"6' 0""",185,74,Southpaw,20-Sep-93,4.78,0.45,3.19,0.66,0.34,1.33,0.45,0.78,0.22,0.8
Viviane Pereira,"5' 1""",115,63,Orthodox,28-Aug-93,2.7,0.30,4.48,0.58,0.42,0.25,1.00,0.28,0.72,0.2
Joe Solecki,"5' 9""",155,70,Orthodox,27-Aug-93,3.62,0.74,0.93,0.51,0.49,3.31,0.62,0.00,1.00,1.3
Amanda Ribas,"5' 3""",125,66,Orthodox,26-Aug-93,4.25,0.44,1.78,0.71,0.29,2.31,0.58,0.85,0.15,1.6
Luis Henrique,"6' 2""",243,74,Orthodox,21-Aug-93,1.81,0.43,2.22,0.47,0.53,3.09,0.36,0.50,0.50,1
Sergio Pettis,"5' 6""",125,69,Orthodox,18-Aug-93,3.88,0.37,2.91,0.65,0.35,0.85,0.40,0.67,0.33,0.4
Sherrard Blackledge,"5' 11""",155,75,Orthodox,16-Aug-93,3.7,0.49,3.13,0.55,0.45,4,0.33,0.42,0.58,0
Joseph Gigliotti,"5' 11""",185,,Orthodox,13-Aug-93,1.04,0.39,2.92,0.45,0.55,1.56,1.00,0.50,0.50,0.8
Kanako Murata,"5' 1""",115,62,Orthodox,10-Aug-93,1.93,0.67,1.93,0.52,0.48,4,0.44,0.00,1.00,2
Alexa Grasso,"5' 5""",125,66,Orthodox,9-Aug-93,4.96,0.43,3.61,0.64,0.36,0.28,0.40,0.60,0.40,0.6
Ray Borg,"5' 4""",135,63,Orthodox,4-Aug-93,1.52,0.52,1.93,0.48,0.52,3.89,0.50,0.46,0.54,1
Brianna Van Buren,"5' 0""",115,62,Southpaw,4-Aug-93,3.53,0.41,3.23,0.57,0.43,2.5,0.45,0.66,0.34,0
Shane Young,"5' 8""",145,72,Orthodox,31-Jul-93,6.01,0.40,5.15,0.56,0.44,0.73,0.25,0.64,0.36,0
Devonte Smith,"5' 9""",155,76,Orthodox,30-Jul-93,5.64,0.55,2.65,0.59,0.41,0.74,1.00,1.00,0.00,0.7
Kevin Syler,"5' 9""",155,71,Switch,29-Jul-93,5.6,0.69,4.03,0.48,0.52,1,0.40,0.77,0.23,2
Khalid Murtazaliev,"6' 0""",185,76,Orthodox,15-Jul-93,4.8,0.69,0.4,0.78,0.22,7.5,1.00,0.33,0.67,0
Luis Pena,"6' 3""",155,75,Southpaw,5-Jul-93,3.26,0.47,2.74,0.50,0.50,1.37,0.33,0.45,0.55,1.4
Mario Bautista,"5' 9""",135,69,Switch,1-Jul-93,5.71,0.45,4.78,0.54,0.46,0.48,0.33,0.70,0.30,0
Lance Lawrence,"6' 1""",145,74,Orthodox,26-Jun-93,5.87,0.50,9.8,0.24,0.76,1,1.00,0.50,0.50,0
Aori Qileng,"5' 7""",125,,,25-Jun-93,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Lv Zhenhong,"5' 8""",145,67,Switch,25-Jun-93,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Alton Cunningham,"6' 2""",205,77,Orthodox,24-Jun-93,3.33,0.75,4.94,0.20,0.80,1.67,0.10,1.00,0.00,0
Taila Santos,"5' 6""",125,68,Orthodox,22-Jun-93,3.52,0.48,2.22,0.59,0.41,2,0.80,0.85,0.15,1
Tom Duquesnoy,"5' 7""",135,68,Orthodox,21-Jun-93,3.83,0.45,5.3,0.62,0.38,0.42,0.25,0.46,0.54,0
Luan Chagas,"6' 0""",170,75,Orthodox,17-Jun-93,4.16,0.47,3.19,0.62,0.38,0.32,0.12,0.85,0.15,0.3
Jay Perrin,"5' 7""",135,69,Switch,15-Jun-93,2.87,0.44,2.6,0.47,0.53,4,0.80,0.80,0.20,0
Luana Carolina,"5' 6""",125,69,Orthodox,11-Jun-93,6.29,0.50,3.75,0.47,0.53,0,0.00,1.00,0.00,2.4
Angelo Trevino,"5' 11""",170,,Switch,10-Jun-93,5.19,0.54,3.9,0.47,0.53,0,0.00,1.00,0.00,0
Carlo Pedersoli Jr.,"5' 11""",170,75,Southpaw,8-Jun-93,4.17,0.37,4.12,0.61,0.39,2.91,0.44,0.00,1.00,0
Ricky Turcios,"5' 9""",135,71,Orthodox,5-Jun-93,7.33,0.37,4.07,0.64,0.36,0,0.00,0.00,1.00,0
Steven Nguyen,"5' 11""",145,,Switch,19-May-93,6.3,0.31,9.04,0.59,0.41,0,0.00,1.00,0.00,0
Sodiq Yusuff,"5' 9""",145,71,Orthodox,19-May-93,6.1,0.49,4.06,0.58,0.42,0,0.00,0.72,0.28,0.3
Nathaniel Wood,"5' 6""",140,69,Orthodox,8-May-93,6.28,0.46,4.36,0.53,0.47,1.29,0.46,0.75,0.25,0.9
Spike Carlyle,"5' 8""",145,71,Switch,6-May-93,2.55,0.54,3.85,0.30,0.70,3.34,0.36,0.57,0.43,0.5
Jarred Brooks,"5' 3""",125,62,Switch,2-May-93,2.12,0.46,1.66,0.62,0.38,4.54,0.57,0.69,0.31,0.6
Gabe Green,"5' 10""",170,73,Switch,2-May-93,6.57,0.46,7.23,0.49,0.51,1,1.00,0.57,0.43,0.5
Carlton Minus,"5' 10""",170,75,Orthodox,26-Apr-93,3.5,0.40,4.97,0.50,0.50,0,0.00,0.58,0.42,0
Uros Medic,"6' 1""",155,71,Southpaw,25-Apr-93,19.91,0.77,0.52,0.86,0.14,0,0.00,1.00,0.00,0
Tom Aspinall,"6' 5""",256,78,Orthodox,11-Apr-93,7.43,0.66,3.06,0.65,0.35,3.54,1.00,0.00,1.00,1.8
Julija Stoliarenko,"5' 7""",135,66,,8-Apr-93,2.1,0.34,3.87,0.50,0.50,0,0.00,0.66,0.34,0.5
Kevin Natividad,"5' 6""",145,70,Orthodox,2-Apr-93,2.57,0.24,3.74,0.54,0.46,0,0.00,1.00,0.00,0
Jin Soo Son,"5' 6""",135,69,Orthodox,1-Apr-93,5.1,0.36,7.63,0.52,0.48,1.5,0.25,1.00,0.00,0
Danny Sabatello,"5' 10""",135,71,Orthodox,31-Mar-93,2.07,0.57,0.2,0.25,0.75,3,0.75,1.00,0.00,1
Kai Kara-France,"5' 4""",125,69,Orthodox,26-Mar-93,5.02,0.39,3.84,0.66,0.34,0.53,0.23,0.86,0.14,0
Mackenzie Dern,"5' 4""",115,63,Orthodox,24-Mar-93,3.74,0.38,3.81,0.61,0.39,0.28,0.05,0.00,1.00,2.2
Ryan MacDonald,"5' 11""",135,71,Switch,18-Mar-93,2.28,0.29,6.49,0.45,0.55,0,0.00,0.00,1.00,0
Marc Diakiese,"5' 10""",155,73,Orthodox,16-Mar-93,3.08,0.39,2.79,0.54,0.46,2.16,0.36,0.62,0.38,0
Tai Tuivasa,"6' 2""",264,75,Southpaw,16-Mar-93,4.38,0.50,3.44,0.50,0.50,0,0.00,0.46,0.54,0
Joao Zaiden,,205,,,16-Mar-93,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Clay Collard,"5' 11""",145,73,Orthodox,10-Mar-93,4.22,0.32,5,0.50,0.50,2.81,0.39,0.71,0.29,0.5
Rafael Fiziev,"5' 8""",155,71,Switch,5-Mar-93,4.67,0.57,4.17,0.55,0.45,0.84,0.50,1.00,0.00,0
Kyle Daukaus,"6' 3""",185,76,Southpaw,27-Feb-93,3.69,0.59,2.16,0.42,0.58,2.33,0.41,0.94,0.06,1.7
Laureano Staropoli,"6' 1""",170,71,Orthodox,27-Feb-93,4.4,0.34,4.58,0.53,0.47,0.25,0.20,0.57,0.43,0
John Allan,"6' 1""",205,75,Orthodox,22-Feb-93,2.95,0.43,4.01,0.52,0.48,1.94,0.71,0.50,0.50,1.2
Collin Anglin,"5' 9""",145,71,Orthodox,20-Feb-93,5.87,0.55,3.47,0.58,0.42,3,0.75,1.00,0.00,0
Johnny Munoz,"5' 9""",145,71,Orthodox,16-Feb-93,3.27,0.62,1.4,0.58,0.42,2,0.12,0.00,1.00,1
Pingyuan Liu,"5' 6""",135,72,Orthodox,13-Feb-93,2.36,0.33,2.99,0.54,0.46,0.25,0.20,0.56,0.44,1
Petr Yan,"5' 7""",135,67,Switch,11-Feb-93,5.99,0.52,3.55,0.62,0.38,2.14,0.66,0.90,0.10,0.1
Nikolas Motta,"5' 9""",155,70,Orthodox,8-Feb-93,2.8,0.27,3.6,0.66,0.34,0,0.00,1.00,0.00,0
Montserrat Conejo,"5' 0""",115,61,Southpaw,3-Feb-93,1,0.36,2.07,0.52,0.48,4,0.80,0.00,1.00,2
Chris Avila,"5' 10""",145,,Orthodox,16-Jan-93,2.37,0.30,4.17,0.48,0.52,0,0.00,0.46,0.54,0
Matheus Nicolau,"5' 6""",125,66,Orthodox,6-Jan-93,3.79,0.52,2.83,0.67,0.33,1.93,0.44,1.00,0.00,1.4
Goiti Yamauchi,"5' 10""",145,,,5-Jan-93,1.66,0.54,1.01,0.66,0.34,0,0.00,0.00,1.00,4.3
Niklas Stolze,"6' 1""",170,74,Switch,28-Dec-92,2,0.41,1.93,0.56,0.44,1,1.00,0.66,0.34,0
Klidson Abreu,"6' 0""",205,74,Orthodox,24-Dec-92,2.05,0.40,2.9,0.55,0.45,0.64,0.20,0.80,0.20,0
Darren Till,"6' 0""",185,74,Southpaw,24-Dec-92,2.27,0.46,2.99,0.58,0.42,0.54,0.41,0.82,0.18,0
Leonardo Morales,"5' 8""",135,,Southpaw,22-Dec-92,2.05,0.47,2.05,0.58,0.42,0,0.00,0.62,0.38,0
Brady Huang,"5' 9""",135,69,Orthodox,16-Dec-92,4.62,0.37,10.77,0.30,0.70,0,0.00,0.00,1.00,0
Marilia Santos,"5' 4""",125,,Orthodox,12-Dec-92,4.4,0.54,4.07,0.53,0.47,1,1.00,0.66,0.34,1
Marlon Vera,"5' 8""",135,70,Switch,2-Dec-92,3.65,0.49,3.95,0.52,0.48,0.78,0.37,0.70,0.30,1.1
Rodrigo Nascimento,"6' 2""",246,80,Orthodox,26-Nov-92,4.23,0.55,4.32,0.42,0.58,2.7,1.00,1.00,0.00,2.7
Sean Brady,"5' 10""",170,72,Orthodox,23-Nov-92,4.72,0.55,3.6,0.63,0.37,2.69,0.60,1.00,0.00,1.2
Matthew Semelsberger,"6' 1""",170,75,Switch,23-Nov-92,7.93,0.50,5.31,0.56,0.44,1.97,1.00,1.00,0.00,1
Punahele Soriano,"5' 11""",185,72,Southpaw,22-Nov-92,4.46,0.43,2.86,0.52,0.48,2.6,0.66,0.00,1.00,0
Luana Pinheiro,"5' 2""",115,62,Orthodox,18-Nov-92,3.57,0.40,1.43,0.78,0.22,0,0.00,0.00,1.00,0
Ramiz Brahimaj,"5' 10""",170,72,Orthodox,17-Nov-92,3.73,0.36,6.14,0.55,0.45,0,0.00,1.00,0.00,0
Ariane Carnelossi,"5' 2""",115,61,Orthodox,17-Nov-92,6.03,0.38,7.71,0.50,0.50,0,0.00,0.00,1.00,0
James Wallace,"5' 10""",155,69,Orthodox,17-Nov-92,0.52,0.28,3.41,0.35,0.65,0,0.00,0.00,1.00,0
Aaron Jeffery,"6' 2""",185,74,Orthodox,14-Nov-92,6.21,0.84,4.14,0.39,0.61,0,0.00,0.75,0.25,0
Hilarie Rose,"5' 3""",115,63,Orthodox,11-Nov-92,2.33,0.33,6.13,0.44,0.56,0,0.00,1.00,0.00,0
Kevin Holland,"6' 3""",185,81,Orthodox,5-Nov-92,4.14,0.56,2.58,0.56,0.44,1.08,0.45,0.51,0.49,0.7
SeungWoo Choi,"6' 0""",145,74,Orthodox,3-Nov-92,3.17,0.41,2.45,0.46,0.54,1.03,0.57,0.66,0.34,0
Jiri Prochazka,"6' 3""",205,80,Orthodox,14-Oct-92,5.67,0.45,7.05,0.55,0.45,0,0.00,1.00,0.00,0
Richie Santiago,"5' 7""",135,67,Southpaw,10-Oct-92,3.87,0.49,4.87,0.42,0.58,0,0.00,0.25,0.75,0
Askar Askarov,"5' 6""",125,67,Orthodox,9-Oct-92,3.37,0.55,2.65,0.56,0.44,2.75,0.28,0.64,0.36,0
Mike Davis,"6' 0""",145,72,Orthodox,7-Oct-92,6.24,0.53,6.76,0.57,0.43,1.39,0.33,0.69,0.31,0
Yair Rodriguez,"5' 11""",145,71,Orthodox,6-Oct-92,4.33,0.45,3.13,0.57,0.43,0.9,0.29,0.63,0.37,0.9
Alexander Hernandez,"5' 9""",155,72,Orthodox,1-Oct-92,3.57,0.35,3.81,0.59,0.41,1.6,0.38,0.62,0.38,0
JJ Aldrich,"5' 5""",125,67,Southpaw,29-Sep-92,3.76,0.41,4.55,0.61,0.39,0.8,0.40,0.57,0.43,0
Jeremy Kennedy,"5' 11""",145,71,Orthodox,16-Sep-92,2.22,0.46,2.58,0.47,0.53,5.73,0.52,0.66,0.34,0
Marcelo Golm,"6' 3""",249,75,Orthodox,15-Sep-92,4.27,0.58,4.3,0.45,0.55,0.45,0.50,0.87,0.13,0.5
Elias Garcia,"5' 5""",125,67,Southpaw,13-Sep-92,1.59,0.27,5.05,0.50,0.50,0.68,0.14,0.33,0.67,1.4
Jamey Simmons,"5' 6""",145,70,Orthodox,11-Sep-92,0.52,0.50,2.08,0.50,0.50,0,0.00,1.00,0.00,0
Victor Rodriguez,"5' 5""",135,67,Switch,5-Sep-92,2.17,0.46,6.14,0.50,0.50,0,0.00,0.00,1.00,0
Yazan Hajeh,"5' 9""",145,,Orthodox,4-Sep-92,1.54,0.25,17.44,0.44,0.56,0,0.00,1.00,0.00,0
Kevin Lee,"5' 9""",170,77,Orthodox,4-Sep-92,3.9,0.42,3.23,0.51,0.49,3.21,0.43,0.75,0.25,0.8
Ricky Simon,"5' 6""",135,69,Orthodox,31-Aug-92,3.08,0.42,3.13,0.64,0.36,6.93,0.54,0.72,0.28,0.4
Miguel Baeza,"6' 2""",170,74,Orthodox,23-Aug-92,4.64,0.55,3.89,0.50,0.50,0.8,0.40,1.00,0.00,1.2
Leah Letson,"5' 7""",145,71,,21-Aug-92,4.87,0.40,3.8,0.63,0.37,0,0.00,1.00,0.00,0
Brandon Royval,"5' 9""",125,68,Southpaw,16-Aug-92,3.77,0.46,2.88,0.47,0.53,0.79,1.00,0.53,0.47,2.4
Trevin Giles,"6' 0""",185,74,Orthodox,6-Aug-92,3.26,0.56,1.88,0.62,0.38,1.37,0.80,0.79,0.21,0.3
Jose Torres,"5' 4""",125,65,Orthodox,2-Aug-92,4.37,0.36,9.84,0.50,0.50,1.28,0.33,0.75,0.25,0
Zarrukh Adashev,"5' 5""",125,65,Southpaw,29-Jul-92,1.93,0.23,3.35,0.60,0.40,0,0.00,0.00,1.00,0
Thomas Gifford,"6' 1""",155,75,Orthodox,26-Jul-92,3.97,0.37,6.45,0.37,0.63,0.5,0.33,0.33,0.67,0
Istela Nunes,"5' 4""",115,,,23-Jul-92,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Filip Pejic,"5' 8""",135,,Orthodox,21-Jul-92,0,0.00,0.88,0.33,0.67,0,0.00,0.00,1.00,0
Sung Bin Jo,"6' 0""",145,72,Orthodox,17-Jul-92,1.4,0.33,2.67,0.51,0.49,1,0.33,0.83,0.17,1
Jason Knight,"5' 10""",145,71,Orthodox,14-Jul-92,2.95,0.33,3.02,0.51,0.49,1.31,0.31,0.47,0.53,1.7
John Donaldson,"5' 8""",145,,,9-Jul-92,1.21,0.23,4.22,0.51,0.49,0,0.00,0.00,1.00,0
Rose Namajunas,"5' 5""",115,65,Orthodox,29-Jun-92,4.13,0.40,3.98,0.60,0.40,1.91,0.53,0.50,0.50,0.8
Sam Hughes,"5' 5""",115,64,Orthodox,28-Jun-92,4,0.37,10.4,0.49,0.51,0,0.00,0.00,1.00,0
Denys Bondar,"5' 6""",125,,Orthodox,27-Jun-92,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Hannah Cifers,"5' 1""",115,62,Orthodox,26-Jun-92,4.99,0.44,5.39,0.52,0.48,0.26,1.00,0.64,0.36,0.3
Sovannahry Em,"5' 4""",135,,,26-Jun-92,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Lucrezia Ria,"5' 6""",125,,Orthodox,24-Jun-92,4.07,0.46,4.4,0.45,0.55,1,0.33,0.00,1.00,0
Polyana Viana,"5' 5""",115,67,Orthodox,14-Jun-92,3.71,0.41,3.01,0.54,0.46,1.12,0.33,0.50,0.50,3.4
Ronnie Lawrence,"5' 8""",135,68,Switch,13-Jun-92,3.8,0.58,1.09,0.61,0.39,10.86,0.76,1.00,0.00,0.5
Suman Mokhtarian,"5' 8""",145,72,Orthodox,13-Jun-92,2.21,0.43,6.85,0.48,0.52,0,0.00,0.00,1.00,0
Kennedy Nzechukwu,"6' 5""",205,83,Southpaw,13-Jun-92,5.38,0.43,5.8,0.48,0.52,0,0.00,0.78,0.22,0
Sean Woodson,"6' 2""",145,78,Orthodox,7-Jun-92,6.4,0.45,4.43,0.58,0.42,0,0.00,0.77,0.23,0
Chris Fishgold,"5' 8""",145,68,Orthodox,6-Jun-92,2.01,0.32,2.7,0.46,0.54,2.59,0.46,0.44,0.56,1.3
Phil Caracappa,"5' 8""",135,70,Orthodox,5-Jun-92,2.93,0.50,4.07,0.29,0.71,1,0.08,1.00,0.00,1
David Dvorak,"5' 5""",125,68,Orthodox,5-Jun-92,4.5,0.48,3.17,0.63,0.37,0,0.00,0.75,0.25,0
Vernon Ramos Ho,"5' 6""",170,,Orthodox,3-Jun-92,4,0.25,8,0.55,0.45,0,0.00,0.00,1.00,0
Magomed Ankalaev,"6' 3""",205,75,Orthodox,2-Jun-92,3.41,0.53,1.78,0.65,0.35,1.18,0.33,0.85,0.15,0
Jessin Ayari,"6' 0""",155,73,Orthodox,31-May-92,3.53,0.37,3.59,0.58,0.42,0,0.00,0.50,0.50,0.3
Bruno Assis,"6' 2""",185,,Orthodox,23-May-92,1.27,0.43,3.2,0.36,0.64,2,0.50,0.66,0.34,1
Steve Garcia,"6' 0""",155,75,Southpaw,22-May-92,4.31,0.55,2.52,0.36,0.64,0.61,0.25,1.00,0.00,0.6
Sergey Khandozhko,"6' 1""",170,74,Orthodox,19-May-92,2.83,0.42,1.7,0.60,0.40,0.5,0.16,0.64,0.36,0
Dylan Lockard,"5' 9""",145,72,Orthodox,19-May-92,1.31,0.53,3.31,0.52,0.48,2.31,0.40,0.28,0.72,1.2
Hannah Goldy,"5' 4""",125,61,Orthodox,18-May-92,6.53,0.46,3.9,0.55,0.45,0,0.00,0.66,0.34,0
Sergei Pavlovich,"6' 3""",257,84,Southpaw,13-May-92,6.55,0.52,4.59,0.44,0.56,0,0.00,0.50,0.50,0
Jared Vanderaa,"6' 4""",260,80,Orthodox,12-May-92,2.75,0.52,5.19,0.33,0.67,1.15,1.00,0.00,1.00,0
Justin Scoggins,"5' 7""",125,66,Southpaw,2-May-92,3.56,0.51,2.16,0.55,0.45,3.42,0.63,0.82,0.18,0.5
Jonathan Pearce,"6' 0""",145,71,Switch,1-May-92,8.8,0.55,6.65,0.46,0.54,5.91,0.60,0.75,0.25,0.7
Gaetano Pirrello,"5' 7""",135,,Orthodox,29-Apr-92,0.67,0.42,1.89,0.46,0.54,0,0.00,0.30,0.70,0
Rogerio Bontorin,"5' 5""",125,67,Orthodox,25-Apr-92,2.19,0.50,3.12,0.38,0.62,1.9,0.40,0.51,0.49,1.6
Montel Jackson,"5' 10""",135,75,Southpaw,24-Apr-92,3.77,0.55,1.5,0.56,0.44,4.15,0.77,0.66,0.34,0.2
Leonardo Silva de Oliveira,"6' 2""",185,,Orthodox,23-Apr-92,1.07,0.40,0.54,0.50,0.50,24.11,0.50,0.00,1.00,0
Cory Sandhagen,"5' 11""",135,70,Switch,20-Apr-92,6.85,0.48,3.89,0.59,0.41,1.07,0.50,0.30,0.70,0.5
Miranda Granger,"5' 7""",125,68,Orthodox,13-Apr-92,2.91,0.48,2.64,0.59,0.41,0,0.00,0.40,0.60,0
Sidney Outlaw,"5' 8""",170,74,Orthodox,11-Apr-92,0.13,0.33,0.8,0.71,0.29,3,0.75,0.00,1.00,3
Matheus Scheffel,"6' 2""",205,,,11-Apr-92,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Taylor Lapilus,"5' 6""",135,73,Southpaw,8-Apr-92,3.77,0.45,2,0.61,0.39,0.58,0.40,0.81,0.19,0.6
Alexander Poppeck,"6' 2""",205,,Orthodox,6-Apr-92,4.01,0.57,9.81,0.33,0.67,0,0.00,0.00,1.00,0
Said Nurmagomedov,"5' 8""",135,70,Orthodox,5-Apr-92,4.65,0.46,2.37,0.60,0.40,0.45,0.07,0.71,0.29,0
Allan Zuniga,"5' 7""",155,70,Orthodox,4-Apr-92,3.93,0.52,1.8,0.61,0.39,0,0.00,0.57,0.43,1
Johnny Walker,"6' 6""",205,82,Orthodox,30-Mar-92,4.41,0.72,3.51,0.31,0.69,0.4,1.00,0.60,0.40,1.2
Jose Augusto,"6' 3""",251,,,28-Mar-92,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Alex Gilpin,"5' 7""",145,,Orthodox,26-Mar-92,6.8,0.54,12.29,0.42,0.58,2.17,0.25,0.00,1.00,2.2
Alex Perez,"5' 6""",125,65,Orthodox,21-Mar-92,4.62,0.47,3.08,0.61,0.39,2.92,0.45,0.87,0.13,1.3
Lando Vannata,"5' 9""",155,71,Orthodox,14-Mar-92,4.58,0.44,5.1,0.54,0.46,1.13,0.37,0.58,0.42,0.4
Dean Barry,,155,,,7-Mar-92,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Nikita Krylov,"6' 3""",205,77,Orthodox,7-Mar-92,4.33,0.56,2.52,0.43,0.57,1.34,0.33,0.55,0.45,1.3
Hunter Azure,"5' 8""",145,69,Orthodox,2-Mar-92,4.17,0.52,1.99,0.62,0.38,2.52,0.45,0.76,0.24,1.4
Rob Wilkinson,"6' 3""",185,80,Orthodox,22-Feb-92,2.74,0.50,5.66,0.39,0.61,4.47,0.25,0.00,1.00,0
Brett Johns,"5' 7""",135,71,Orthodox,21-Feb-92,2.86,0.49,3.84,0.53,0.47,4.92,0.49,0.58,0.42,1
Gregory Rodrigues,"6' 3""",185,75,Orthodox,17-Feb-92,6.04,0.56,7.77,0.52,0.48,0,0.00,0.00,1.00,0
Khalid Taha,"5' 5""",135,69,Orthodox,15-Feb-92,2.86,0.35,4.26,0.43,0.57,0,0.00,0.61,0.39,0.3
Shawn Teed,"6' 5""",265,,Orthodox,13-Feb-92,1.4,0.42,13.31,0.21,0.79,0,0.00,0.00,1.00,0
Stefan Sekulic,"6' 0""",170,75,Southpaw,12-Feb-92,1.47,0.37,2.4,0.57,0.43,1,0.20,0.33,0.67,0
Darko Stosic,"6' 0""",205,76,Orthodox,9-Feb-92,2.61,0.45,4.04,0.58,0.42,3.42,0.50,0.83,0.17,0
Aleksandar Rakic,"6' 4""",205,78,Orthodox,6-Feb-92,4.23,0.52,2.23,0.52,0.48,0.75,0.25,0.90,0.10,0.2
Adam Wieczorek,"6' 5""",250,81,Orthodox,5-Feb-92,1.68,0.38,1.87,0.48,0.52,0.41,0.33,0.58,0.42,0.4
Melsik Baghdasaryan,"5' 9""",145,70,Southpaw,28-Jan-92,6.8,0.64,3.8,0.53,0.47,0,0.00,0.75,0.25,0
Mickey Gall,"6' 2""",170,74,Switch,22-Jan-92,2.55,0.46,3.65,0.42,0.58,1.15,0.26,0.40,0.60,2.1
Marcin Held,"5' 9""",155,71,Orthodox,18-Jan-92,1.41,0.34,2.02,0.47,0.53,2.46,0.46,0.37,0.63,1.3
Juan Adams,"6' 5""",265,80,Orthodox,16-Jan-92,7.09,0.55,4.06,0.34,0.66,0.91,0.66,0.57,0.43,0
Don'Tale Mayes,"6' 6""",260,81,Orthodox,16-Jan-92,4.13,0.45,4.46,0.43,0.57,0.23,0.20,0.59,0.41,0
Arman Ashimov,"5' 6""",125,,,14-Jan-92,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Ode Osbourne,"5' 7""",145,73,Southpaw,9-Jan-92,4.3,0.54,3.04,0.42,0.58,1.9,1.00,0.66,0.34,1.9
Guram Kutateladze,"5' 11""",155,72,Orthodox,8-Jan-92,2.47,0.43,3.47,0.58,0.42,0,0.00,0.68,0.32,0
Michael Trizano,"5' 11""",155,71,Orthodox,31-Dec-91,3.02,0.53,2.11,0.63,0.37,0.4,0.50,0.80,0.20,0.8
Albert Tumenov,"5' 11""",170,73,Orthodox,26-Dec-91,3.76,0.42,3.34,0.58,0.42,0.2,0.20,0.75,0.25,0
Austin Hubbard,"5' 10""",155,71,Orthodox,22-Dec-91,3.45,0.48,2.58,0.58,0.42,0.76,0.60,0.53,0.47,0
Rostem Akman,"5' 10""",170,72,Switch,19-Dec-91,1.8,0.25,3.97,0.57,0.43,1,0.40,0.87,0.13,0
Brad Katona,"5' 6""",135,64,Orthodox,19-Dec-91,3.33,0.51,2.98,0.57,0.43,1.25,0.22,0.47,0.53,0
John Castaneda,"5' 6""",135,71,Switch,18-Dec-91,4.17,0.49,5.07,0.55,0.45,0.86,0.25,0.60,0.40,0
Heili Alateng,"5' 5""",135,66,Orthodox,14-Dec-91,2.87,0.32,5.82,0.57,0.43,2.33,0.35,1.00,0.00,0
Pannie Kianzad,"5' 7""",135,66,Orthodox,8-Dec-91,5.14,0.49,3.62,0.57,0.43,0.22,0.14,0.83,0.17,0.2
Brok Weaver,"6' 0""",155,73,Southpaw,5-Dec-91,4.78,0.64,4.35,0.46,0.54,0.41,0.10,0.66,0.34,0.4
Max Holloway,"5' 11""",145,69,Orthodox,4-Dec-91,7.26,0.46,4.58,0.60,0.40,0.21,0.71,0.84,0.16,0.3
Daichi Abe,"5' 11""",170,71,Orthodox,27-Nov-91,3.8,0.33,4.49,0.56,0.44,0.33,0.50,0.00,1.00,0
Vicente Luque,"5' 11""",170,75,Orthodox,27-Nov-91,5.72,0.53,5.82,0.52,0.48,0.68,0.50,0.64,0.36,0.8
Christian Aguilera,"5' 9""",170,72,Switch,25-Nov-91,3.35,0.41,4.89,0.46,0.54,0,0.00,0.00,1.00,0
Abdul-Kerim Edilov,"6' 2""",205,,Orthodox,25-Nov-91,10.22,0.61,0.13,0.92,0.08,3.98,1.00,0.00,1.00,2
Lauren Mueller,"5' 5""",125,67,Orthodox,15-Nov-91,4.08,0.41,3.77,0.58,0.42,0.7,0.50,0.71,0.29,0
Dustin Stoltzfus,"6' 0""",185,75,Orthodox,15-Nov-91,2.48,0.57,3.93,0.48,0.52,0.78,0.12,0.62,0.38,0.8
Diego Rivas,"5' 8""",145,69,Orthodox,11-Nov-91,1.37,0.40,2.14,0.52,0.48,1.79,0.60,0.64,0.36,0.9
